año,financiación,programa,Servicio,SUELDOS DOCENTES,SUELDOS NO DOCENTES,OTROS,TOTAL SUELDOS,GASTOS,SUMINISTROS,INVERSIONES,TOTAL
2021,1.2 Recursos genuinos de los servicios,347,Ingeniería,76554434,,,,13859114,,15769274,106182822
2021,1.2 Recursos genuinos de los servicios,347,Medicina,33103345,,,,2049407,,5716426,40869178
2021,1.2 Recursos genuinos de los servicios,347,Inst. Higiene,1710502,,,,1230399,,2144525,5085426
2021,1.2 Recursos genuinos de los servicios,347,Odontología,14908288,,,,6093656,,5722294,26724238
2021,1.2 Recursos genuinos de los servicios,347,Química,31133730,,,,4874545,,7522969,43531244
2021,1.2 Recursos genuinos de los servicios,347,Veterinaria,7821821,,,,5925157,,2922075,16669053
2021,1.2 Recursos genuinos de los servicios,347,Humanidades,6982684,,,,570112,,1722263,9275059
2021,1.2 Recursos genuinos de los servicios,347,Hosp. de Clínicas,173009621,,,,0,,0,173009621
2021,1.2 Recursos genuinos de los servicios,347,IENBA + EUM,2577449,,,,470981,,463396,3511826
2021,1.2 Recursos genuinos de los servicios,347,Psicología,13093994,,,,1812093,,400386,15306473
2021,1.2 Recursos genuinos de los servicios,347,Enfermería,12135866,,,,215071,,51273,12402210
2021,1.2 Recursos genuinos de los servicios,347,Cs. Sociales,2002478,,,,4196206,,2378916,8577600
2021,1.2 Recursos genuinos de los servicios,347,Ciencias,17326016,,,,4307517,,10244045,31877578
2021,1.2 Recursos genuinos de los servicios,347,FIC,3559594,,,,167824,,43432,3770850
2021,1.2 Recursos genuinos de los servicios,347,Ofic. Centrales,222109840,,,,10985199,,127899970,360995009
2021,1.2 Recursos genuinos de los servicios,347,Unidad 50,182801552,,,,0,,0,182801552
2021,1.2 Recursos genuinos de los servicios,350,Hospital de Clínicas,,,,,28008722,,7003478,35012200
2021,1.2 Recursos genuinos de los servicios,351,CURE,8677654,,,,1078234,,2772349,12528237
2021,1.2 Recursos genuinos de los servicios,351,CENUR Litoral Norte,4657059,,,,909473,,2261125,7827657
2021,1.2 Adicional Fondo Solidaridad,347,Agronomía,,,,,1509906,,0,1509906
2021,1.2 Adicional Fondo Solidaridad,347,Arquitectura,,,,,1454036,,0,1454036
2021,1.2 Adicional Fondo Solidaridad,347,Cs. Económicas,,,,,603441,,0,603441
2021,1.2 Adicional Fondo Solidaridad,347,Derecho,,,,,774593,,0,774593
2021,1.2 Adicional Fondo Solidaridad,347,Ingeniería,,,,,1328422,,0,1328422
2021,1.2 Adicional Fondo Solidaridad,347,Medicina,,,,,1806527,,0,1806527
2021,1.2 Adicional Fondo Solidaridad,347,Inst. Higiene,,,,,216784,,0,216784
2021,1.2 Adicional Fondo Solidaridad,347,Odontología,,,,,1098073,,495045,1593118
2021,1.2 Adicional Fondo Solidaridad,347,Química,,,,,626319,,0,626319
2021,1.2 Adicional Fondo Solidaridad,347,Veterinaria,,,,,1312526,,0,1312526
2021,1.2 Adicional Fondo Solidaridad,347,Humanidades,,,,,344033,,0,344033
2021,1.2 Adicional Fondo Solidaridad,347,Hosp. de Clínicas,,,,,0,,0,0
2021,1.2 Adicional Fondo Solidaridad,347,IENBA,,,,,1610345,,34229,1644574
2021,1.2 Adicional Fondo Solidaridad,347,EUM,,,,,173554,,0,173554
2021,1.2 Adicional Fondo Solidaridad,347,Psicología,,,,,573992,,6237,580229
2021,1.2 Adicional Fondo Solidaridad,347,Enfermería,,,,,579282,,0,579282
2021,1.2 Adicional Fondo Solidaridad,347,Cs. Sociales,,,,,577708,,0,577708
2021,1.2 Adicional Fondo Solidaridad,347,Ciencias,,,,,1167806,,0,1167806
2021,1.2 Adicional Fondo Solidaridad,347,FIC,,,,,551634,,0,551634
2021,1.2 Adicional Fondo Solidaridad,347,Ofic. Centrales,,,,,12992525,,7015000,20007525
2021,1.2 Adicional Fondo Solidaridad,347,C. y T. Alimentos,,,,,59214,,0,59214
2021,1.2 Adicional Fondo Solidaridad,347,ISEF,,,,,132902,,0,132902
2021,1.2 Adicional Fondo Solidaridad,347,Esc. Nutrición,,,,,1545218,,0,1545218
2021,1.2 Adicional Fondo Solidaridad,347,CSIC,,,,,200,,0,200
2021,1.2 Adicional Fondo Solidaridad,347,CSEAM,,,,,1039031,,0,1039031
2021,1.2 Adicional Fondo Solidaridad,347,CSE,,,,,898832,,5240804,6139636
2021,1.2 Adicional Fondo Solidaridad,347,PCAB,,,,,0,,28958,28958
2021,1.2 Adicional Fondo Solidaridad,347,R.12 CDC 26/06/18 Ordenanza  CAI - Com. Asuntos Internacionales,,,,,550,,0,550
2021,1.2 Adicional Fondo Solidaridad,347,Unidad 50,,,,,119120215,,0,119120215
2021,1.2 Adicional Fondo Solidaridad,348,Gestión,,,,,1584000,,10634497,12218497
2021,1.2 Adicional Fondo Solidaridad,348,Fondo para Imprevistos,,,,,3463204,,0,3463204
2021,1.2 Adicional Fondo Solidaridad,349,Bienestar Estudiantes,,,,,7235297,,682434,7917731
2021,1.2 Adicional Fondo Solidaridad,351,CCI,,,,,507212,,0,507212
2021,1.2 Adicional Fondo Solidaridad,351,CENUR Litoral Norte,,,,,2960547,,190766,3151313
2021,1.2 Adicional Fondo Solidaridad,350,Hospital de Clínicas,0,,,,,,3517912,3517912
2021,1.2 Adicional Fondo Solidaridad,352,POMLP,,,,,2688942,,230248697,232937639
2021,1.2 Adicional Fondo Solidaridad,352,POR,,,,,6161451,,23479161,29640612
2021,1.2 Adicional Fondo Solidaridad,352,PAI,,,,,0,,41389446,41389446
2020,1.2 Recursos genuinos de los servicios,347,Agronomía,7931839,,,,6339661,,4140342,18411842
2020,1.2 Recursos genuinos de los servicios,347,Arquitectura,2643946,,,,2370387,,1996281,7010614
2020,1.2 Recursos genuinos de los servicios,347,Cs. Económicas,23795519,,,,2620001,,0,26415520
2020,1.2 Recursos genuinos de los servicios,347,Derecho,2643946,,,,592937,,280396,3517279
2020,1.2 Recursos genuinos de los servicios,347,Ingeniería,29083412,,,,6830707,,2775963,38690082
2020,1.2 Recursos genuinos de los servicios,347,Medicina,5287893,,,,1280534,,466133,7034560
2020,1.2 Recursos genuinos de los servicios,347,Inst. Higiene,2643946,,,,445277,,428057,3517280
2020,1.2 Recursos genuinos de los servicios,347,Odontología,5287893,,,,3705988,,66068,9654561
2020,1.2 Recursos genuinos de los servicios,347,Química,13219733,,,,1771425,,1721909,16713067
2020,1.2 Recursos genuinos de los servicios,347,Veterinaria,2643946,,,,1997979,,622022,5263947
2020,1.2 Recursos genuinos de los servicios,347,Humanidades,7931839,,,,1544209,,202458,9678506
2020,1.2 Recursos genuinos de los servicios,347,Hosp. de Clínicas,52878931,,,,0,,0,52878931
2020,1.2 Recursos genuinos de los servicios,347,IENBA,2643946,,,,1629717,,11695,4390613
2020,1.2 Recursos genuinos de los servicios,347,EUM,0,,,,0,,0,0
2020,1.2 Recursos genuinos de los servicios,347,Psicología,5287893,,,,735075,,138259,6161227
2020,1.2 Recursos genuinos de los servicios,347,Enfermería,2643946,,,,873334,,0,3517280
2020,1.2 Recursos genuinos de los servicios,347,Cs. Sociales,5287893,,,,1231169,,515499,7034561
2020,1.2 Recursos genuinos de los servicios,347,Ciencias,7931839,,,,3069421,,1297247,12298507
2020,1.2 Recursos genuinos de los servicios,347,FIC,2643946,,,,611334,,262,3517280
2020,1.2 Recursos genuinos de los servicios,347,Ofic. Centrales,79319741,,,,6416009,,9303996,95039746
2020,1.2 Recursos genuinos de los servicios,347,C. y T. Alimentos,0,,,,0,,0,0
2020,1.2 Recursos genuinos de los servicios,347,ISEF,0,,,,0,,0,0
2020,1.2 Recursos genuinos de los servicios,347,Esc. Nutrición,0,,,,0,,0,0
2020,1.2 Recursos genuinos de los servicios,347,Unidad 50,187403144,,,,0,,0,187403144
2020,1.2 Adicional Fondo Solidaridad,347,Agronomía,,,,,1509906,,0,1509906
2020,1.2 Adicional Fondo Solidaridad,347,Arquitectura,,,,,1454036,,0,1454036
2020,1.2 Adicional Fondo Solidaridad,347,Cs. Económicas,,,,,603441,,0,603441
2020,1.2 Adicional Fondo Solidaridad,347,Derecho,,,,,774593,,0,774593
2020,1.2 Adicional Fondo Solidaridad,347,Ingeniería,,,,,1328422,,0,1328422
2020,1.2 Adicional Fondo Solidaridad,347,Medicina,,,,,1806527,,0,1806527
2020,1.2 Adicional Fondo Solidaridad,347,Inst. Higiene,,,,,216784,,0,216784
2020,1.2 Adicional Fondo Solidaridad,347,Odontología,,,,,1098073,,495045,1593118
2020,1.2 Adicional Fondo Solidaridad,347,Química,,,,,626319,,0,626319
2020,1.2 Adicional Fondo Solidaridad,347,Veterinaria,,,,,1312526,,0,1312526
2020,1.2 Adicional Fondo Solidaridad,347,Humanidades,,,,,344033,,0,344033
2020,1.2 Adicional Fondo Solidaridad,347,Hosp. de Clínicas,,,,,0,,0,0
2020,1.2 Adicional Fondo Solidaridad,347,IENBA,,,,,1610345,,34229,1644574
2020,1.2 Adicional Fondo Solidaridad,347,EUM,,,,,173554,,0,173554
2020,1.2 Adicional Fondo Solidaridad,347,Psicología,,,,,573992,,6237,580229
2020,1.2 Adicional Fondo Solidaridad,347,Enfermería,,,,,579282,,0,579282
2020,1.2 Adicional Fondo Solidaridad,347,Cs. Sociales,,,,,577708,,0,577708
2020,1.2 Adicional Fondo Solidaridad,347,Ciencias,,,,,1167806,,0,1167806
2020,1.2 Adicional Fondo Solidaridad,347,FIC,,,,,551634,,0,551634
2020,1.2 Adicional Fondo Solidaridad,347,Ofic. Centrales,,,,,12992525,,7015000,20007525
2020,1.2 Adicional Fondo Solidaridad,347,C. y T. Alimentos,,,,,59214,,0,59214
2020,1.2 Adicional Fondo Solidaridad,347,ISEF,,,,,132902,,0,132902
2020,1.2 Adicional Fondo Solidaridad,347,Esc. Nutrición,,,,,1545218,,0,1545218
2020,1.2 Adicional Fondo Solidaridad,347,Unidad 50,,,,,71687000,,0,71687000
2020,1.2 Adicional Fondo Solidaridad,348,CSIC,,,,,200,,0,200
2020,1.2 Adicional Fondo Solidaridad,348,CSEAM,,,,,1039031,,0,1039031
2020,1.2 Adicional Fondo Solidaridad,348,CSE,,,,,898832,,5240804,6139636
2020,1.2 Adicional Fondo Solidaridad,348,Gestión,,,,,1584000,,10634497,12218497
2020,1.2 Adicional Fondo Solidaridad,348,PCAB,,,,,0,,28958,28958
2020,1.2 Adicional Fondo Solidaridad,348,CAI - Com. Asuntos Internacionales,,,,,550,,0,550
2020,1.2 Adicional Fondo Solidaridad,348,Fondo para Imprevistos,,,,,3463204,,0,3463204
2020,1.2 Adicional Fondo Solidaridad,349,Bienestar Estudiantes,,,,,7235297,,682434,7917731
2020,1.2 Adicional Fondo Solidaridad,350,Hospital de Clínicas,,,,,0,,3517912,3517912
2020,1.2 Adicional Fondo Solidaridad,351,CCI,,,,,507212,,0,507212
2020,1.2 Adicional Fondo Solidaridad,351,CENUR Litoral Norte,,,,,2960547,,190766,3151313
2020,1.2 Adicional Fondo Solidaridad,352,POMLP,,,,,2688942,,283561697,286250639
2020,1.2 Adicional Fondo Solidaridad,352,POR,,,,,6161451,,23479161,29640612
2020,1.2 Adicional Fondo Solidaridad,352,PAI,,,,,0,,41389446,41389446
2020,1.1 Rentas Generales,347,Agronomía,416620111,227494172,10065870,654180153,5125347,27076377,7826616,694208493
2020,1.1 Rentas Generales,347,Arquitectura,349780492,107577559,9871190,467229241,3048390,9026146,5077347,484381124
2020,1.1 Rentas Generales,347,Cs. Económicas,381012279,119976685,9559287,510548251,6357462,8343096,5428894,530677703
2020,1.1 Rentas Generales,347,Derecho,320912682,140871873,8080177,469864732,2894458,5317715,4678077,482754982
2020,1.1 Rentas Generales,347,Ingeniería,632552786,132171103,10197337,774921226,5430232,17404385,7000490,804756333
2020,1.1 Rentas Generales,347,Medicina,619689735,221691173,16160526,857541434,4677105,13223156,8007029,883448724
2020,1.1 Rentas Generales,347,Inst. Higiene,225767,79061820,1351086,80638673,952493,8890469,1203051,91684686
2020,1.1 Rentas Generales,347,Odontología,208543658,114967705,7437016,330948379,2928848,8109891,4679528,346666646
2020,1.1 Rentas Generales,347,Química,391224966,83397357,6358188,480980511,4696049,12984848,4619773,503281181
2020,1.1 Rentas Generales,347,Veterinaria,316389537,135524074,7006089,458919700,4718311,14224465,6877437,484739913
2020,1.1 Rentas Generales,347,Humanidades,225445793,76522279,4626161,306594233,1866393,3796180,2556440,314813246
2020,1.1 Rentas Generales,347,Hosp. de Clínicas,480749351,0,8943815,489693166,0,0,0,489693166
2020,1.1 Rentas Generales,347,IENBA,128695770,35672815,2890916,167259501,3290637,942237,3224556,174716931
2020,1.1 Rentas Generales,347,EUM,45747311,17685783,1123095,64556189,1137893,190495,1531827,67416404
2020,1.1 Rentas Generales,347,Psicología,245012962,76381465,4983386,326377813,2301465,3287639,3623592,335590509
2020,1.1 Rentas Generales,347,Enfermería,171587387,51989209,4212134,227788730,2388618,2014023,3083092,235274463
2020,1.1 Rentas Generales,347,Cs. Sociales,345849700,88917854,5055824,439823378,2780121,5621241,2803895,451028635
2020,1.1 Rentas Generales,347,Ciencias,552512623,97381273,7165016,657058912,3627713,13730101,5492287,679909013
2020,1.1 Rentas Generales,347,FIC,156819769,42841411,3025087,202686267,3813902,200997,4189882,210891048
2020,1.1 Rentas Generales,347,Ofic. Centrales,146979611,446753396,23399894,617132901,48650786,28906589,14757646,709447922
2020,1.1 Rentas Generales,347,C. y T. Alimentos,4473650,1478667,0,5952317,48477,0,0,6000794
2020,1.1 Rentas Generales,347,ISEF,124127821,41427030,0,165554851,2427857,2347263,1075655,171405626
2020,1.1 Rentas Generales,347,Esc. Nutrición,72999710,20313485,0,93313195,2302239,0,996428,96611862
2020,1.1 Rentas Generales,347,Unidad 50,0,0,0,,0,0,0,0
2020,1.1 Rentas Generales,347,DT y Art.57,161135351,0,0,161135351,0,0,0,161135351
2020,1.1 Rentas Generales,347,Progresivo Doc.,26606716,0,0,26606716,0,0,0,26606716
2020,1.1 Rentas Generales,347,Antigüedad No Doc.,0,5581025,0,5581025,0,0,0,5581025
2020,1.1 Rentas Generales,347,Decretos 203/92 y 221/93,0,0,2732140,2732140,0,0,0,2732140
2020,1.1 Rentas Generales,347,Beneficios Sociales,0,0,21499039,21499039,0,0,0,21499039
2020,1.1 Rentas Generales,347,Reserva Redistribuídos,0,1253441,0,1253441,0,0,0,1253441
2020,1.1 Rentas Generales,347,Ap. Patr. Diferencial,0,0,8316635,8316635,0,0,0,8316635
2020,1.1 Rentas Generales,347,Ap. Patr. SNIS FLD,0,0,3693395,3693395,0,0,0,3693395
2020,1.1 Rentas Generales,347,Incr. Suministros,0,0,0,0,0,59465241,0,59465241
2020,1.1 Rentas Generales,347,Carr.Doc.- EH y LLOA - Incr.2013 (Áreas),1007669,0,0,1007669,0,0,0,1007669
2020,1.1 Rentas Generales,347,Carr.Doc.- Creac. y EH - Incr.2016 (Áreas),959542,0,0,959542,0,0,0,959542
2020,1.1 Rentas Generales,347,Carr.Doc.- EH a 30hs. - Incr.2017 (Áreas),3182193,0,0,3182193,0,0,0,3182193
2020,1.1 Rentas Generales,347,Carr.Doc.- Nvo. LLOA,67347687,0,0,67347687,0,0,0,67347687
2020,1.1 Rentas Generales,347,Carr.No Doc.- Saldo,0,1374369,0,1374369,0,0,0,1374369
2020,1.1 Rentas Generales,347,Carr.No Doc.- Concursos Ascenso y Otros,0,15070638,0,15070638,0,0,0,15070638
2020,1.1 Rentas Generales,347,Nuevos Planes y Carreras (1/3 c/Área),25048730,0,0,25048730,0,0,0,25048730
2020,1.1 Rentas Generales,347,Reintegro Ejercicio Anterior,54296,336407,0,390703,0,0,15000000,15390703
2020,1.1 Rentas Generales,348,CSIC,329855991,9373986,0,339229977,4326427,0,29659747,373216151
2020,1.1 Rentas Generales,348,CAP,151663309,0,0,151663309,0,0,0,151663309
2020,1.1 Rentas Generales,348,CSEAM,95140675,2632923,0,97773598,1936972,0,7045668,106756238
2020,1.1 Rentas Generales,348,CSE,68594458,9218769,0,77813227,0,0,15146037,92959264
2020,1.1 Rentas Generales,348,Educación Permanente,24491980,24578,0,24516558,29743,0,21496,24567797
2020,1.1 Rentas Generales,348,APEX,18944788,11218937,0,30163725,0,0,0,30163725
2020,1.1 Rentas Generales,348,Gestión,57312249,61283167,0,118595416,198598,0,5796223,124590237
2020,1.1 Rentas Generales,348,Com. Evaluación Interna y Acreditación,17959668,0,0,17959668,1857895,0,6258655,26076218
2020,1.1 Rentas Generales,348,Com. Central de DT,0,0,0,0,284624,0,205701,490325
2020,1.1 Rentas Generales,348,Partidas Centrales,4169175,4297310,0,8466485,484229,0,349957,9300671
2020,1.1 Rentas Generales,348,Servicio de Relaciones Internacionales,14788234,0,0,14788234,2057565,0,179298,17025097
2020,1.1 Rentas Generales,348,PCAB,0,910996,0,910996,41714,0,5656690,6609400
2020,1.1 Rentas Generales,348,CAI - Com. Asuntos Internacionales,19316992,90402,0,20221012,406336,0,293664,20921012
2020,1.1 Rentas Generales,348,Espacio Interdisciplinario,31348058,9010979,0,40359037,0,0,2500000,42859037
2020,1.1 Rentas Generales,348,UCUR,4757493,19148418,0,23905911,650138,0,689862,25245911
2020,1.1 Rentas Generales,348,Unidad 50,,,,,0,,,
2020,1.1 Rentas Generales,348,Reserva Sal. Vacacional,0,0,321724505,321724505,0,0,0,321724505
2020,1.1 Rentas Generales,348,Reserva Sal. Vacacional - Doc.,20661152,0,0,20661152,0,0,0,20661152
2020,1.1 Rentas Generales,348,Fondo para Imprevistos,0,0,7222759,7222759,0,0,0,7222759
2020,1.1 Rentas Generales,348,Reserva Proy. y Progr.,0,0,183436,183436,0,0,0,183436
2020,1.1 Rentas Generales,348,Difer. de Actualizador,0,0,22512366,22512366,35912,0,0,22548278
2020,1.1 Rentas Generales,348,"Creaciones - BU, PEyE y NP - Incr.2017",0,0,3944728,3944728,0,0,0,3944728
2020,1.1 Rentas Generales,349,Agronomía,0,21642233,1622692,23264925,0,0,0,23264925
2020,1.1 Rentas Generales,349,Arquitectura,0,9570637,543059,10113696,0,0,0,10113696
2020,1.1 Rentas Generales,349,Cs. Económicas,0,12187290,376742,12564032,0,0,0,12564032
2020,1.1 Rentas Generales,349,Derecho,0,14202164,632895,14835059,0,0,0,14835059
2020,1.1 Rentas Generales,349,Ingeniería,0,12543519,840549,13384068,0,0,0,13384068
2020,1.1 Rentas Generales,349,Medicina,0,23352646,1039205,24391851,0,0,0,24391851
2020,1.1 Rentas Generales,349,Inst. Higiene,0,6059140,294916,6354056,0,0,0,6354056
2020,1.1 Rentas Generales,349,Odontología,0,11688403,549813,12238216,0,0,0,12238216
2020,1.1 Rentas Generales,349,Química,0,5457469,767471,6224940,0,0,0,6224940
2020,1.1 Rentas Generales,349,Veterinaria,0,14896641,815118,15711759,0,0,0,15711759
2020,1.1 Rentas Generales,349,Humanidades,0,6380603,412709,6793312,0,0,0,6793312
2020,1.1 Rentas Generales,349,Hosp. de Clínicas,0,194815336,3070828,197886164,0,0,0,197886164
2020,1.1 Rentas Generales,349,IENBA,0,2702521,375557,3078078,0,0,0,3078078
2020,1.1 Rentas Generales,349,EUM,0,1684364,145901,1830265,0,0,0,1830265
2020,1.1 Rentas Generales,349,Psicología,0,6849410,675139,7524549,0,0,0,7524549
2020,1.1 Rentas Generales,349,Enfermería,0,5256344,438527,5694871,0,0,0,5694871
2020,1.1 Rentas Generales,349,Cs. Sociales,0,6926456,505035,7431491,0,0,0,7431491
2020,1.1 Rentas Generales,349,Ciencias,0,7617486,855144,8472630,0,0,0,8472630
2020,1.1 Rentas Generales,349,FIC,0,5750750,15655,5907300,0,0,0,5907300
2020,1.1 Rentas Generales,349,CURE,0,5322009,46951,5368960,0,0,0,5368960
2020,1.1 Rentas Generales,349,CENUR Litoral Norte,0,8755894,826834,9582728,0,0,0,9582728
2020,1.1 Rentas Generales,349,Ofic. Centrales,0,64343746,2872467,67216213,0,0,0,67216213
2020,1.1 Rentas Generales,349,Bienestar Estudiantes,0,34779907,0,34779907,64052414,3675248,2040485,104548054
2020,1.1 Rentas Generales,349,Bienestar Funcionarios,6441026,102984163,0,109425189,1576440,0,2896117,113897746
2020,1.1 Rentas Generales,349,Participación y Cogobierno,10354931,792201,0,11147132,0,0,0,11147132
2020,1.1 Rentas Generales,349,Gestión - PCETMALUR,2523526,0,0,2523526,2712500,0,7800000,13036026
2020,1.1 Rentas Generales,349,Gestión - Retiro Incentivado,0,13429351,0,13429351,0,0,0,13429351
2020,1.1 Rentas Generales,349,Bienestar Estud. y Func.,4580004,10533453,0,15113457,5809350,0,500,21422807
2020,1.1 Rentas Generales,349,Cuota Mutual,0,0,579295,579295,0,0,0,579295
2020,1.1 Rentas Generales,350,Hospital de Clínicas,0,1700936955,33687346,1734624301,270177192,64013106,25911825,2094726424
2020,1.1 Rentas Generales,351,CCI,481272254,73095902,0,554368156,24058340,0,1962,578622696
2020,1.1 Rentas Generales,351,Desafectación PDU,1962571,0,0,1962571,0,0,0,1962571
2020,1.1 Rentas Generales,351,CURE,100670815,68825466,1911188,171407469,8973945,5461769,1146200,186989383
2020,1.1 Rentas Generales,351,CENUR Litoral Norte,178166871,110210125,4860660,293237656,13816673,3371283,1995316,312420928
2020,1.1 Rentas Generales,352,POMLP,0,43457546,0,43457546,0,0,268978441,312435987
2020,1.1 Rentas Generales,352,POR,2843411,25667187,0,28510598,0,0,24079646,52590244
2019,1.2 Recursos genuinos de los servicios,347,Agronomía,7347017,,,,6339661,,4140342,17827020
2019,1.2 Recursos genuinos de los servicios,347,Arquitectura,2449006,,,,2370387,,1996281,6815674
2019,1.2 Recursos genuinos de los servicios,347,Cs. Económicas,22041051,,,,2620001,,0,24661052
2019,1.2 Recursos genuinos de los servicios,347,Derecho,2449006,,,,592937,,280396,3322339
2019,1.2 Recursos genuinos de los servicios,347,Ingeniería,26939062,,,,6830707,,2775963,36545732
2019,1.2 Recursos genuinos de los servicios,347,Medicina,4898011,,,,1280534,,466133,6644678
2019,1.2 Recursos genuinos de los servicios,347,Inst. Higiene,2449006,,,,445277,,428057,3322340
2019,1.2 Recursos genuinos de los servicios,347,Odontología,4898011,,,,3705988,,66068,9264679
2019,1.2 Recursos genuinos de los servicios,347,Química,12245029,,,,1771425,,1721909,15738363
2019,1.2 Recursos genuinos de los servicios,347,Veterinaria,2449006,,,,1997979,,622022,5069007
2019,1.2 Recursos genuinos de los servicios,347,Humanidades,7347017,,,,1544209,,202458,9093684
2019,1.2 Recursos genuinos de los servicios,347,Hosp. de Clínicas,48980114,,,,0,,0,48980114
2019,1.2 Recursos genuinos de los servicios,347,IENBA,2449006,,,,1629717,,11695,4195673
2019,1.2 Recursos genuinos de los servicios,347,EUM,0,,,,0,,0,0
2019,1.2 Recursos genuinos de los servicios,347,Psicología,4898011,,,,735075,,138259,5771345
2019,1.2 Recursos genuinos de los servicios,347,Enfermería,2449006,,,,873334,,0,3322340
2019,1.2 Recursos genuinos de los servicios,347,Cs. Sociales,4898011,,,,1231169,,515499,6644679
2019,1.2 Recursos genuinos de los servicios,347,Ciencias,7347017,,,,3069421,,1297247,11713685
2019,1.2 Recursos genuinos de los servicios,347,FIC,2449006,,,,611334,,262,3322340
2019,1.2 Recursos genuinos de los servicios,347,Ofic. Centrales,73471416,,,,6416009,,9303996,89191421
2019,1.2 Recursos genuinos de los servicios,347,C. y T. Alimentos,0,,,,0,,0,0
2019,1.2 Recursos genuinos de los servicios,347,ISEF,0,,,,0,,0,0
2019,1.2 Recursos genuinos de los servicios,347,Esc. Nutrición,0,,,,0,,0,0
2019,1.2 Recursos genuinos de los servicios,347,Unidad 50,223407703,,,,0,,0,223407703
2019,1.2 Recursos genuinos de los servicios,350,Hospital de Clínicas,0,,,,14393102,,2200237,16593339
2019,1.2 Recursos genuinos de los servicios,351,CENUR Litoral Norte,2449006,,,,1746667,,0,4195673
2019,1.2 Adicional Fondo Solidaridad,347,Agronomía,,,,,1509906,,0,1509906
2019,1.2 Adicional Fondo Solidaridad,347,Arquitectura,,,,,1454036,,0,1454036
2019,1.2 Adicional Fondo Solidaridad,347,Cs. Económicas,,,,,603441,,0,603441
2019,1.2 Adicional Fondo Solidaridad,347,Derecho,,,,,774593,,0,774593
2019,1.2 Adicional Fondo Solidaridad,347,Ingeniería,,,,,1328422,,0,1328422
2019,1.2 Adicional Fondo Solidaridad,347,Medicina,,,,,1806527,,0,1806527
2019,1.2 Adicional Fondo Solidaridad,347,Inst. Higiene,,,,,216784,,0,216784
2019,1.2 Adicional Fondo Solidaridad,347,Odontología,,,,,1098073,,495045,1593118
2019,1.2 Adicional Fondo Solidaridad,347,Química,,,,,626319,,0,626319
2019,1.2 Adicional Fondo Solidaridad,347,Veterinaria,,,,,1312526,,0,1312526
2019,1.2 Adicional Fondo Solidaridad,347,Humanidades,,,,,344033,,0,344033
2019,1.2 Adicional Fondo Solidaridad,347,Hosp. de Clínicas,,,,,0,,0,0
2019,1.2 Adicional Fondo Solidaridad,347,IENBA,,,,,1610345,,34229,1644574
2019,1.2 Adicional Fondo Solidaridad,347,EUM,,,,,173554,,0,173554
2019,1.2 Adicional Fondo Solidaridad,347,Psicología,,,,,573992,,6237,580229
2019,1.2 Adicional Fondo Solidaridad,347,Enfermería,,,,,579282,,0,579282
2019,1.2 Adicional Fondo Solidaridad,347,Cs. Sociales,,,,,577708,,0,577708
2019,1.2 Adicional Fondo Solidaridad,347,Ciencias,,,,,1167806,,0,1167806
2019,1.2 Adicional Fondo Solidaridad,347,FIC,,,,,551634,,0,551634
2019,1.2 Adicional Fondo Solidaridad,347,Ofic. Centrales,,,,,12992525,,7015000,20007525
2019,1.2 Adicional Fondo Solidaridad,347,C. y T. Alimentos,,,,,59214,,0,59214
2019,1.2 Adicional Fondo Solidaridad,347,ISEF,,,,,132902,,0,132902
2019,1.2 Adicional Fondo Solidaridad,347,Esc. Nutrición,,,,,1545218,,0,1545218
2019,1.2 Adicional Fondo Solidaridad,347,Unidad 50,,,,,59000000,,0,59000000
2019,1.2 Adicional Fondo Solidaridad,348,CSIC,,,,,200,,0,200
2019,1.2 Adicional Fondo Solidaridad,348,CSEAM,,,,,1039031,,0,1039031
2019,1.2 Adicional Fondo Solidaridad,348,CSE,,,,,898832,,5240804,6139636
2019,1.2 Adicional Fondo Solidaridad,348,Gestión,,,,,1584000,,10634497,12218497
2019,1.2 Adicional Fondo Solidaridad,348,PCAB,,,,,0,,28958,28958
2019,1.2 Adicional Fondo Solidaridad,348,CRICRI,,,,,550,,0,550
2019,1.2 Adicional Fondo Solidaridad,348,Fondo para Imprevistos,,,,,3463204,,0,3463204
2019,1.2 Adicional Fondo Solidaridad,349,Bienestar Estudiantes,,,,,7235297,,682434,7917731
2019,1.2 Adicional Fondo Solidaridad,350,Hospital de Clínicas,,,,,0,,3517912,3517912
2019,1.2 Adicional Fondo Solidaridad,351,CCI,,,,,507212,,0,507212
2019,1.2 Adicional Fondo Solidaridad,351,CENUR Litoral Norte,,,,,2960547,,190766,3151313
2019,1.2 Adicional Fondo Solidaridad,351,POMLP,,,,,2688942,,230248697,232937639
2019,1.2 Adicional Fondo Solidaridad,351,POR,,,,,6161451,,23479161,29640612
2019,1.2 Adicional Fondo Solidaridad,351,PAI,,,,,0,,41389446,41389446
2019,1.1 Rentas Generales,347,Agronomía,378877328,206192879,9279140,594349347,5127355,26049833,7826616,633353151
2019,1.1 Rentas Generales,347,Arquitectura,313710525,97340446,8895996,419946967,3051731,8546435,5077347,436622480
2019,1.1 Rentas Generales,347,Cs. Económicas,335392465,108417369,8692030,452501864,6104182,7869955,5428894,471904895
2019,1.1 Rentas Generales,347,Derecho,286108179,127416614,7593964,421118757,2893307,4999439,4678077,433689580
2019,1.1 Rentas Generales,347,Ingeniería,568139253,119694982,9266179,697100414,5444223,16418987,7000490,725964114
